Age,Gender,Married,Dependents,Education,Employment_Type,Monthly_Income,Monthly_Expenses,Existing_EMI,Savings,Credit_Score,Credit_History,Loan_Type,Loan_Amount,Loan_Tenure,Property_Area,Debt_Ratio,Savings_Ratio,Financial_Score,Loan_Status
43,Female,No,0,Not Graduate,Government,91665,14953,4990,1368179,606,1,Education,2663125,60,Urban,0.22,14.93,74.07,Approved
58,Male,No,2,Graduate,Private,104080,20241,16734,84644,797,0,Personal,2192674,180,Urban,0.36,0.81,60.55,Approved
43,Male,No,4,Not Graduate,Government,181604,98447,30831,240844,641,1,Vehicle,3102637,240,Urban,0.71,1.33,47.05,Rejected
46,Female,Yes,1,Graduate,Business,127368,37247,571,912998,423,1,Home,724393,300,Rural,0.3,7.17,59.32,Approved
44,Female,Yes,2,Graduate,Government,249114,5203,30028,923977,374,1,Personal,2525664,120,Urban,0.14,3.71,59.76,Approved
41,Female,No,3,Not Graduate,Self Employed,249969,25275,20058,408138,520,1,Personal,4337810,60,Rural,0.18,1.63,60.93,Approved
58,Male,Yes,0,Graduate,Business,220616,103868,27367,211425,351,0,Home,4173442,300,Rural,0.59,0.96,38.5,Rejected
53,Male,Yes,0,Not Graduate,Self Employed,192082,20018,25288,519761,868,0,Education,4363561,240,Rural,0.24,2.71,74.6,Approved
55,Female,Yes,4,Not Graduate,Self Employed,176207,10996,22971,1326404,336,1,Vehicle,3457622,300,Rural,0.19,7.53,61.25,Approved
31,Female,No,1,Graduate,Government,145610,25458,31999,338399,301,0,Vehicle,3853303,120,Rural,0.39,2.32,42.01,Rejected
33,Female,Yes,2,Not Graduate,Business,24651,12636,4225,478243,329,0,Personal,3458314,300,Semiurban,0.68,19.4,45.09,Rejected
54,Female,Yes,2,Not Graduate,Business,179269,76909,13396,873305,772,0,Vehicle,3350822,240,Semiurban,0.5,4.87,66.11,Approved
57,Male,No,3,Not Graduate,Self Employed,117668,13962,28455,1186893,645,1,Personal,804652,240,Semiurban,0.36,10.09,72.56,Approved
43,Female,Yes,2,Not Graduate,Self Employed,74323,24901,8157,197495,815,0,Education,1857489,300,Urban,0.44,2.66,61.17,Rejected
22,Male,Yes,2,Not Graduate,Self Employed,106842,54703,25919,458639,545,1,Education,4144239,120,Urban,0.75,4.29,44.44,Rejected
33,Male,No,3,Not Graduate,Government,175163,26087,27242,235928,680,1,Education,1389320,60,Urban,0.3,1.35,60.79,Approved
30,Female,Yes,1,Not Graduate,Business,108346,26053,779,1390312,359,1,Vehicle,362988,300,Rural,0.25,12.83,62.86,Approved
23,Male,No,3,Not Graduate,Private,156427,71846,31346,293334,617,1,Personal,3386050,120,Urban,0.66,1.88,47.64,Rejected
33,Female,Yes,4,Graduate,Government,27208,5490,4753,176656,598,0,Vehicle,1420270,300,Semiurban,0.38,6.49,59.36,Rejected
60,Male,Yes,3,Not Graduate,Government,134735,79467,27051,668698,577,1,Education,1380134,300,Rural,0.79,4.96,47.24,Rejected
52,Male,No,0,Not Graduate,Private,58082,16037,2542,958629,635,1,Personal,135044,120,Urban,0.32,16.5,70.95,Approved
36,Male,Yes,1,Not Graduate,Government,117591,55101,24364,991672,762,0,Home,3115081,60,Rural,0.68,8.43,65.16,Rejected
44,Male,No,0,Graduate,Government,108293,9551,13527,854202,741,0,Personal,1607372,120,Rural,0.21,7.89,76.65,Approved
29,Female,No,2,Not Graduate,Government,173014,77990,25009,416220,726,0,Vehicle,1278893,240,Semiurban,0.6,2.41,56.14,Approved
60,Female,No,2,Not Graduate,Private,23883,7371,1311,554256,868,0,Vehicle,4602091,300,Semiurban,0.36,23.21,78.63,Rejected
33,Male,Yes,3,Graduate,Self Employed,40135,14837,6012,97141,531,0,Personal,4571241,60,Rural,0.52,2.42,44.46,Rejected
30,Female,No,4,Graduate,Business,226565,20928,39602,531218,887,1,Personal,3314806,60,Urban,0.27,2.34,75.16,Approved
37,Female,Yes,4,Graduate,Government,233537,37819,48079,671291,687,0,Vehicle,4178557,240,Rural,0.37,2.87,64.59,Approved
56,Male,No,0,Graduate,Private,88638,10144,9204,205530,502,0,Personal,1029997,300,Rural,0.22,2.32,53.95,Rejected
27,Female,Yes,2,Graduate,Private,61044,15317,10423,252942,755,0,Vehicle,2715728,240,Urban,0.42,4.14,61.63,Rejected
53,Female,No,0,Not Graduate,Government,231464,106290,29703,219898,603,1,Home,680566,60,Urban,0.59,0.95,50.33,Approved
27,Female,No,3,Not Graduate,Business,144204,21402,9992,969918,635,1,Vehicle,558459,240,Rural,0.22,6.73,70.91,Approved
38,Male,Yes,1,Not Graduate,Business,87704,45516,20558,1227657,837,1,Personal,2026615,120,Rural,0.75,14.0,68.11,Approved
27,Male,No,4,Not Graduate,Government,68712,31510,9845,158495,304,1,Personal,1980284,120,Semiurban,0.6,2.31,32.82,Rejected
49,Female,Yes,0,Graduate,Business,148164,56980,15822,193687,337,0,Personal,4577968,300,Semiurban,0.49,1.31,38.78,Rejected
42,Female,No,0,Graduate,Business,79207,30963,1227,824738,595,0,Personal,2456350,240,Semiurban,0.41,10.41,67.42,Rejected
54,Female,No,4,Not Graduate,Self Employed,223134,88306,41690,1234481,831,1,Vehicle,4434934,60,Semiurban,0.58,5.53,69.45,Approved
21,Male,No,0,Graduate,Government,139536,66411,257,160609,755,1,Home,4130487,180,Rural,0.48,1.15,57.11,Approved
40,Male,Yes,0,Not Graduate,Government,49005,7421,7247,233592,887,1,Personal,406298,180,Rural,0.3,4.77,71.94,Approved
22,Male,Yes,2,Not Graduate,Business,42578,16687,5475,1251342,733,1,Vehicle,2007985,120,Urban,0.52,29.39,68.67,Approved
54,Female,No,2,Not Graduate,Private,79981,42194,3568,1016727,327,0,Home,3121518,120,Urban,0.57,12.71,50.57,Rejected
24,Female,Yes,3,Not Graduate,Business,76214,30291,3659,1296442,789,1,Home,970449,240,Urban,0.45,17.01,74.75,Approved
57,Female,No,1,Not Graduate,Self Employed,208129,99735,9976,421201,873,1,Education,2864629,120,Rural,0.53,2.02,65.36,Approved
30,Female,No,4,Not Graduate,Government,88360,50960,2563,516307,580,0,Personal,4139995,300,Semiurban,0.61,5.84,52.83,Rejected
49,Male,No,0,Not Graduate,Business,166594,89028,6636,1011790,534,1,Education,1151053,60,Rural,0.57,6.07,55.32,Approved
28,Female,Yes,2,Graduate,Self Employed,202841,111360,38498,1178726,492,1,Vehicle,3397938,180,Semiurban,0.74,5.81,49.44,Approved
34,Female,Yes,0,Not Graduate,Business,114534,36850,160,493973,543,1,Home,4088247,60,Rural,0.32,4.31,57.65,Approved
55,Female,No,4,Graduate,Business,104450,13266,19802,1369892,356,1,Personal,1556552,240,Urban,0.32,13.12,60.5,Approved
21,Male,Yes,0,Graduate,Government,234427,90643,27795,164768,725,0,Education,1715028,300,Semiurban,0.51,0.7,57.85,Rejected
37,Male,Yes,0,Graduate,Government,32288,16019,6060,1176102,824,0,Home,4553141,180,Rural,0.68,36.43,67.4,Rejected
45,Male,No,3,Graduate,Private,196646,33580,4821,138684,570,1,Personal,4242212,240,Rural,0.2,0.71,58.75,Approved
36,Female,No,2,Not Graduate,Government,178835,23153,8286,160621,843,0,Home,276087,240,Urban,0.18,0.9,71.14,Approved
26,Female,No,0,Not Graduate,Self Employed,36549,12318,476,336192,494,1,Vehicle,1076169,240,Rural,0.35,9.2,61.31,Rejected
36,Female,Yes,2,Graduate,Self Employed,242197,126226,28478,584441,315,0,Home,1990189,300,Rural,0.64,2.41,39.35,Rejected
25,Male,Yes,2,Graduate,Private,186478,110518,26366,962555,404,0,Education,2116619,240,Rural,0.73,5.16,43.72,Rejected
37,Female,Yes,1,Not Graduate,Private,181192,59325,16859,551355,608,1,Home,3700429,300,Semiurban,0.42,3.04,57.74,Approved
53,Male,Yes,0,Not Graduate,Private,77877,8036,13961,550024,324,0,Vehicle,4813798,240,Semiurban,0.28,7.06,53.17,Rejected
26,Female,No,2,Graduate,Self Employed,203133,121493,10937,1019740,843,1,Personal,1540579,180,Rural,0.65,5.02,66.07,Approved
27,Male,Yes,2,Not Graduate,Private,142673,27059,7617,874983,482,1,Education,288637,120,Urban,0.24,6.13,62.1,Approved
33,Female,No,0,Graduate,Private,183181,46874,22590,1389703,881,1,Education,2007389,240,Rural,0.38,7.59,80.28,Approved
33,Female,No,4,Not Graduate,Business,37681,9785,4175,956736,575,0,Personal,640147,240,Rural,0.37,25.39,65.95,Rejected
34,Female,No,0,Graduate,Self Employed,58906,16637,6438,1379306,774,1,Personal,967466,120,Semiurban,0.39,23.42,75.0,Approved
56,Female,Yes,1,Graduate,Government,228793,8778,35588,100096,670,1,Home,369050,300,Rural,0.19,0.44,63.99,Approved
30,Male,No,4,Graduate,Self Employed,78503,16225,3625,92450,783,0,Personal,1540867,240,Urban,0.25,1.18,62.71,Rejected
48,Female,No,4,Not Graduate,Private,68206,5174,15464,290461,306,0,Education,288792,300,Semiurban,0.3,4.26,45.77,Rejected
29,Female,No,0,Not Graduate,Private,148465,85356,28172,449019,705,1,Personal,1417096,300,Rural,0.76,3.02,50.38,Approved
41,Female,No,0,Graduate,Government,115271,62999,2646,77866,825,0,Vehicle,4611109,180,Rural,0.57,0.68,55.54,Rejected
29,Male,No,1,Graduate,Government,23372,8437,3427,32513,762,0,Home,2118526,180,Urban,0.51,1.39,52.36,Rejected
30,Male,Yes,1,Not Graduate,Private,249941,76999,12942,968181,638,0,Personal,3746855,300,Urban,0.36,3.87,65.31,Approved
56,Male,Yes,3,Not Graduate,Private,52497,18828,12854,903958,694,1,Vehicle,177592,120,Urban,0.6,17.22,64.84,Approved
21,Female,No,2,Not Graduate,Government,24944,11382,815,924136,700,1,Education,135938,60,Rural,0.49,37.05,67.44,Approved
55,Female,No,2,Graduate,Government,106297,52767,21492,209195,801,1,Vehicle,1297065,300,Semiurban,0.7,1.97,52.83,Approved
31,Male,Yes,2,Graduate,Government,114021,5397,10415,48080,717,1,Personal,1736969,60,Semiurban,0.14,0.42,63.11,Approved
31,Female,No,1,Graduate,Private,54906,26648,12995,1169042,349,1,Home,3925449,240,Rural,0.72,21.29,46.05,Rejected
40,Male,No,2,Graduate,Business,150270,58030,11426,722743,503,1,Personal,993444,60,Urban,0.46,4.81,54.12,Approved
42,Male,No,2,Not Graduate,Private,141374,63369,35278,381548,711,0,Home,791691,240,Semiurban,0.7,2.7,51.72,Rejected
55,Male,Yes,0,Not Graduate,Business,230329,138037,458,1492054,782,0,Education,665450,180,Urban,0.6,6.48,68.89,Approved
32,Male,No,2,Not Graduate,Business,176305,28730,2961,693640,661,1,Education,2794212,240,Semiurban,0.18,3.93,68.91,Approved
59,Male,Yes,1,Not Graduate,Private,24802,10004,2714,990913,721,0,Education,2198109,180,Rural,0.51,39.95,67.65,Rejected
27,Male,No,0,Not Graduate,Self Employed,30217,18074,6197,238651,656,0,Home,1075475,120,Urban,0.8,7.9,52.06,Rejected
45,Female,Yes,0,Graduate,Business,140194,61704,4610,282429,819,0,Personal,4259424,180,Semiurban,0.47,2.01,61.85,Rejected
27,Male,Yes,4,Not Graduate,Private,142301,18779,21519,1469474,703,0,Home,1872040,300,Rural,0.28,10.33,78.44,Approved
52,Female,Yes,4,Not Graduate,Self Employed,154356,90453,6875,1155250,564,0,Education,3421265,120,Urban,0.63,7.48,57.29,Rejected
57,Male,Yes,3,Graduate,Self Employed,173979,42298,40335,1231365,604,1,Vehicle,3980190,180,Semiurban,0.47,7.08,63.71,Approved
38,Male,Yes,3,Not Graduate,Private,214987,60842,8876,818664,651,1,Home,2597441,240,Semiurban,0.32,3.81,65.42,Approved
57,Male,No,0,Not Graduate,Private,109360,42993,21373,1090856,514,1,Personal,3976050,300,Rural,0.59,9.97,59.51,Approved
57,Female,No,4,Not Graduate,Self Employed,153007,34224,32563,701778,726,0,Education,4100957,300,Semiurban,0.44,4.59,64.47,Rejected
34,Female,Yes,3,Graduate,Government,136092,17826,30537,986626,697,0,Home,2753341,60,Rural,0.36,7.25,70.26,Approved
21,Female,Yes,3,Graduate,Private,70003,17934,16418,684332,589,0,Home,1686205,240,Rural,0.49,9.78,63.81,Rejected
58,Female,Yes,4,Not Graduate,Government,210852,29548,14693,192448,441,1,Vehicle,1740538,120,Semiurban,0.21,0.91,53.56,Approved
36,Female,No,0,Not Graduate,Self Employed,60861,13601,9735,1456976,354,0,Home,1173397,120,Semiurban,0.38,23.94,56.66,Rejected
51,Female,Yes,2,Not Graduate,Business,28750,14587,1990,1499735,665,1,Vehicle,2991355,240,Urban,0.58,52.16,63.41,Rejected
30,Male,Yes,3,Graduate,Self Employed,85923,9826,6375,886812,616,1,Vehicle,4827826,180,Semiurban,0.19,10.32,75.16,Approved
46,Male,Yes,0,Graduate,Government,186426,24329,31300,1429773,314,1,Vehicle,348837,240,Rural,0.3,7.67,57.8,Approved
46,Male,Yes,1,Graduate,Private,192022,98072,41439,65395,673,1,Vehicle,2476353,240,Rural,0.73,0.34,46.48,Rejected
43,Male,Yes,2,Not Graduate,Business,104893,58167,11144,1227674,640,0,Home,3521628,120,Rural,0.66,11.7,62.82,Rejected
42,Female,Yes,3,Not Graduate,Self Employed,221368,75639,39696,1419630,619,0,Home,1248387,240,Semiurban,0.52,6.41,63.56,Approved
33,Male,No,3,Graduate,Government,156196,28323,16003,849505,879,1,Home,3657515,300,Urban,0.28,5.44,77.68,Approved
32,Male,Yes,0,Not Graduate,Business,108384,49337,765,849722,406,1,Personal,3721076,240,Urban,0.46,7.84,54.19,Approved
25,Female,Yes,1,Graduate,Government,74317,43274,6841,540267,616,0,Education,3760986,300,Semiurban,0.67,7.27,54.66,Rejected
31,Male,No,1,Graduate,Private,199795,36151,49473,1449186,536,0,Home,4948543,240,Rural,0.43,7.25,63.46,Rejected
60,Male,Yes,0,Not Graduate,Private,26524,12870,696,344737,477,1,Personal,566853,300,Urban,0.51,13.0,56.92,Rejected
30,Male,No,3,Not Graduate,Private,139021,12096,20680,609936,873,1,Education,4642210,300,Semiurban,0.24,4.39,76.06,Approved
31,Male,Yes,3,Graduate,Private,61623,27707,10817,1097484,326,0,Home,3634862,300,Rural,0.63,17.81,48.2,Rejected
24,Female,No,3,Not Graduate,Business,151929,80968,21236,298052,577,1,Education,210234,300,Semiurban,0.67,1.96,45.46,Rejected
22,Female,No,3,Graduate,Business,234058,94821,11592,768722,772,0,Education,4714676,240,Rural,0.45,3.28,66.6,Approved
37,Female,No,4,Not Graduate,Government,135741,5472,17864,883619,625,1,Education,3943225,60,Semiurban,0.17,6.51,71.07,Approved
26,Male,No,1,Not Graduate,Private,124565,73478,2008,1265646,439,0,Education,697275,240,Semiurban,0.61,10.16,56.31,Rejected
28,Female,Yes,0,Not Graduate,Private,246934,134156,4884,1363656,828,1,Personal,2907573,240,Rural,0.56,5.52,70.83,Approved
46,Male,Yes,0,Not Graduate,Self Employed,100114,35929,18914,781085,365,0,Education,4987482,300,Urban,0.55,7.8,49.4,Rejected
28,Male,No,1,Not Graduate,Private,117800,40396,2726,846573,318,0,Personal,4767143,180,Rural,0.37,7.19,52.24,Rejected
22,Female,Yes,0,Not Graduate,Government,201440,72428,47443,1446874,709,1,Personal,3178779,120,Urban,0.6,7.18,66.08,Approved
51,Female,Yes,0,Not Graduate,Business,35260,9669,3704,481723,734,1,Education,3281858,240,Rural,0.38,13.66,72.65,Approved
30,Female,No,0,Graduate,Business,37661,8001,573,1206739,300,0,Education,527787,60,Semiurban,0.23,32.04,58.01,Rejected
56,Female,Yes,1,Graduate,Business,32600,7434,2850,1404865,595,1,Home,2026389,300,Urban,0.32,43.09,68.28,Rejected
23,Male,Yes,1,Not Graduate,Business,183674,108619,39521,1002730,575,1,Vehicle,2029951,300,Semiurban,0.81,5.46,49.62,Approved
41,Female,No,2,Graduate,Business,59674,17569,10864,1432291,564,0,Personal,2459553,60,Semiurban,0.48,24.0,63.16,Rejected
39,Male,No,1,Not Graduate,Business,30315,17998,6446,1435925,675,0,Home,2099470,240,Rural,0.81,47.37,57.02,Rejected
35,Female,No,3,Not Graduate,Self Employed,159873,20101,24688,20063,842,1,Vehicle,4264142,60,Semiurban,0.28,0.13,65.66,Approved
40,Male,No,4,Not Graduate,Self Employed,155321,71733,5166,586784,579,0,Personal,1873677,180,Rural,0.5,3.78,54.65,Rejected
46,Male,No,0,Not Graduate,Self Employed,86975,22401,10836,66222,878,1,Home,1632240,180,Semiurban,0.38,0.76,62.56,Approved
36,Female,Yes,3,Graduate,Government,50555,7966,11329,129021,830,1,Personal,4581463,180,Semiurban,0.38,2.55,62.57,Approved
48,Female,Yes,1,Graduate,Private,113576,59182,18903,874131,420,0,Personal,3908090,120,Rural,0.69,7.7,47.98,Rejected
38,Male,Yes,1,Graduate,Self Employed,89388,15149,11343,1302264,807,0,Personal,2909734,180,Semiurban,0.3,14.57,80.55,Approved
55,Male,No,4,Graduate,Private,36839,14237,7708,1442541,561,1,Education,2658920,240,Urban,0.6,39.16,58.54,Rejected
39,Male,Yes,3,Graduate,Self Employed,209021,76780,16519,1440662,785,0,Personal,2299916,240,Urban,0.45,6.89,73.64,Approved
50,Male,No,2,Graduate,Business,110213,57468,4720,1313368,485,1,Education,3689128,300,Rural,0.56,11.92,59.04,Approved
54,Female,No,3,Not Graduate,Business,93080,26586,16800,551028,762,1,Personal,2076357,180,Urban,0.47,5.92,65.45,Approved
28,Male,Yes,3,Graduate,Business,177828,62011,11927,1468316,764,1,Personal,4977361,120,Semiurban,0.42,8.26,75.11,Approved
45,Male,Yes,0,Graduate,Business,240591,143408,18765,627833,790,0,Education,3031589,240,Urban,0.67,2.61,59.73,Rejected
25,Female,No,4,Not Graduate,Private,204877,22342,45955,513300,363,1,Personal,3613866,180,Rural,0.33,2.51,49.34,Approved
37,Male,No,1,Graduate,Self Employed,29207,7151,5788,283754,760,1,Home,2181010,60,Urban,0.44,9.72,71.09,Approved
49,Male,No,0,Not Graduate,Private,94519,24546,14960,748499,728,0,Personal,981976,120,Rural,0.42,7.92,69.44,Approved
25,Male,Yes,3,Graduate,Self Employed,161449,11224,25892,882827,379,1,Vehicle,3008471,300,Rural,0.23,5.47,57.34,Approved
42,Female,No,1,Not Graduate,Self Employed,105486,51442,9714,177572,835,0,Home,4721916,300,Urban,0.58,1.68,57.3,Rejected
42,Male,Yes,1,Not Graduate,Self Employed,173092,10439,20715,1296503,579,1,Vehicle,1573065,300,Rural,0.18,7.49,72.24,Approved
31,Female,No,0,Not Graduate,Private,31653,8973,649,1414774,525,0,Education,864796,120,Urban,0.3,44.7,65.48,Rejected
31,Male,Yes,3,Not Graduate,Self Employed,96802,13308,14500,1017744,858,1,Home,3685926,300,Rural,0.29,10.51,83.39,Approved
42,Male,No,1,Not Graduate,Self Employed,27617,8984,1225,23195,817,1,Education,4806328,120,Semiurban,0.37,0.84,58.01,Rejected
49,Male,Yes,3,Graduate,Private,235974,63160,17429,1347409,655,1,Education,2136065,180,Semiurban,0.34,5.71,69.72,Approved
32,Male,Yes,3,Not Graduate,Government,34662,9172,5416,456621,647,1,Education,1931434,60,Urban,0.42,13.17,67.52,Rejected
50,Male,Yes,1,Not Graduate,Self Employed,25936,10114,5809,352290,560,0,Home,2877194,180,Semiurban,0.61,13.58,57.51,Rejected
39,Female,Yes,4,Not Graduate,Self Employed,190194,10069,19213,228651,406,1,Education,4780151,300,Urban,0.15,1.2,53.44,Rejected
44,Female,No,3,Not Graduate,Private,158318,56245,22496,807156,310,1,Vehicle,4419288,180,Rural,0.5,5.1,45.39,Approved
48,Female,Yes,1,Graduate,Private,183472,14247,45205,351908,590,1,Vehicle,4585045,240,Rural,0.32,1.92,57.68,Approved
49,Male,Yes,3,Graduate,Private,197573,85604,17155,665959,896,1,Home,3637860,180,Urban,0.52,3.37,68.86,Approved
52,Female,Yes,4,Not Graduate,Private,35507,6394,2109,108982,530,0,Personal,1084220,120,Rural,0.24,3.07,53.93,Rejected
53,Female,Yes,3,Graduate,Private,84946,28321,13903,1162854,354,1,Personal,420368,300,Rural,0.5,13.69,54.22,Approved
22,Male,No,1,Graduate,Self Employed,93453,17958,10684,856620,769,0,Home,3873630,240,Urban,0.31,9.17,77.05,Approved
53,Female,Yes,2,Not Graduate,Business,179423,61556,43257,1312320,676,1,Vehicle,3064980,240,Semiurban,0.58,7.31,64.32,Approved
57,Female,No,2,Graduate,Business,104989,47502,7864,1453530,696,0,Personal,3817079,60,Semiurban,0.53,13.84,69.31,Rejected
53,Female,No,0,Graduate,Business,62061,27599,5127,284688,675,0,Personal,3901138,300,Rural,0.53,4.59,55.84,Rejected
53,Male,Yes,3,Not Graduate,Government,249026,22590,39993,1329428,489,0,Vehicle,3239527,240,Semiurban,0.25,5.34,64.83,Approved
39,Female,Yes,0,Graduate,Government,226960,40522,31036,1332621,694,1,Education,1798535,60,Rural,0.32,5.87,72.21,Approved
56,Male,No,0,Graduate,Business,199097,117491,15857,371345,393,0,Vehicle,2496884,60,Rural,0.67,1.87,39.07,Rejected
32,Male,No,1,Not Graduate,Government,170962,37835,5914,379156,390,0,Vehicle,1482157,180,Semiurban,0.26,2.22,50.93,Rejected
57,Female,Yes,0,Not Graduate,Self Employed,179326,38145,5802,295832,542,0,Vehicle,2637442,240,Urban,0.25,1.65,57.21,Rejected
26,Male,Yes,1,Not Graduate,Private,88678,37921,12022,1001935,370,0,Home,3727278,120,Semiurban,0.56,11.3,53.1,Rejected
48,Female,Yes,1,Not Graduate,Private,96114,13416,3800,254312,454,0,Home,824040,120,Rural,0.18,2.65,53.94,Rejected
26,Male,Yes,0,Not Graduate,Business,166927,9504,10666,1306184,838,0,Personal,4951934,240,Rural,0.12,7.82,85.95,Approved
47,Female,No,1,Graduate,Government,236138,33230,44308,1217361,336,0,Personal,1919977,120,Semiurban,0.33,5.16,54.84,Approved
46,Male,Yes,3,Graduate,Private,219327,61497,41027,846118,800,0,Vehicle,680531,240,Urban,0.47,3.86,68.02,Approved
21,Male,Yes,4,Graduate,Self Employed,96169,7343,10520,73276,414,0,Home,1432850,60,Urban,0.19,0.76,48.2,Rejected
38,Female,No,3,Graduate,Self Employed,40083,13391,8507,1005621,700,1,Personal,4260174,240,Semiurban,0.55,25.09,66.32,Approved
30,Female,No,1,Graduate,Government,236402,103913,49538,448236,420,1,Personal,1742877,240,Rural,0.65,1.9,42.44,Rejected
53,Male,Yes,0,Not Graduate,Self Employed,242005,13120,12318,1212362,688,0,Personal,3661178,240,Semiurban,0.11,5.01,77.12,Approved
22,Male,No,4,Not Graduate,Self Employed,176551,57022,26031,1449524,551,0,Home,1930394,240,Urban,0.47,8.21,63.86,Rejected
22,Female,Yes,2,Graduate,Government,172042,69943,4305,585350,349,1,Home,2194192,120,Urban,0.43,3.4,46.25,Approved
40,Male,Yes,3,Not Graduate,Self Employed,96848,23698,22801,1146051,838,0,Home,2141836,240,Semiurban,0.48,11.83,76.71,Approved
59,Male,No,1,Graduate,Business,162013,95761,9265,1448429,682,1,Vehicle,3086937,180,Urban,0.65,8.94,65.22,Approved
34,Male,No,0,Graduate,Business,156152,26639,15414,908347,807,0,Education,1739570,240,Rural,0.27,5.82,75.67,Approved
33,Male,Yes,4,Graduate,Government,87658,50538,7713,872337,561,1,Vehicle,4452696,180,Semiurban,0.66,9.95,58.41,Rejected
47,Female,No,3,Not Graduate,Government,122995,35262,16092,195255,433,0,Education,2012476,60,Semiurban,0.42,1.59,44.81,Rejected
42,Female,Yes,4,Not Graduate,Self Employed,124762,9891,3992,555570,666,1,Personal,4402273,60,Urban,0.11,4.45,70.16,Approved
38,Female,Yes,2,Not Graduate,Private,162619,19777,20421,459159,688,0,Personal,3573482,300,Semiurban,0.25,2.82,65.31,Approved
28,Male,No,3,Graduate,Private,118317,14978,2927,1092963,470,1,Personal,2892127,180,Semiurban,0.15,9.24,69.56,Approved
38,Female,No,2,Graduate,Self Employed,151275,37348,24888,1072327,561,0,Education,3892296,60,Semiurban,0.41,7.09,62.82,Rejected
22,Male,No,2,Not Graduate,Business,108594,60548,18566,752753,720,1,Personal,174379,120,Urban,0.73,6.93,58.35,Approved
26,Male,No,1,Graduate,Self Employed,223275,24639,14453,1106096,685,1,Vehicle,1154512,60,Rural,0.18,4.95,74.03,Approved
49,Male,No,4,Graduate,Business,192522,108036,3627,1228298,632,1,Personal,1724694,180,Urban,0.58,6.38,61.15,Approved
59,Male,No,2,Graduate,Government,38253,11192,6747,1463689,565,0,Home,2407660,300,Rural,0.47,38.26,62.57,Rejected
37,Female,Yes,3,Not Graduate,Government,24088,11880,1414,1031342,884,1,Vehicle,1141140,180,Urban,0.55,42.82,73.7,Approved
59,Female,No,2,Not Graduate,Self Employed,171015,48162,19246,299801,386,1,Vehicle,3750078,120,Semiurban,0.39,1.75,45.68,Approved
42,Male,Yes,0,Graduate,Self Employed,214638,121522,47084,150167,757,0,Vehicle,2667190,240,Rural,0.79,0.7,50.06,Rejected
39,Female,Yes,1,Not Graduate,Government,233939,112295,46635,456396,864,0,Home,3644712,180,Rural,0.68,1.95,61.28,Rejected
53,Female,Yes,0,Graduate,Government,136642,6672,30482,1176405,405,0,Vehicle,2934014,240,Semiurban,0.27,8.61,62.53,Approved
25,Male,Yes,2,Not Graduate,Business,43556,14450,2846,1321796,551,1,Vehicle,1356207,300,Urban,0.4,30.35,64.32,Rejected
34,Female,Yes,4,Not Graduate,Business,245298,111268,43151,1041678,887,0,Home,504983,120,Semiurban,0.63,4.25,68.84,Rejected
41,Female,No,3,Not Graduate,Government,237039,26702,22390,1095596,873,0,Personal,4501384,240,Urban,0.21,4.62,81.31,Approved
54,Female,Yes,0,Not Graduate,Government,50407,18648,1953,169523,607,1,Vehicle,2235560,240,Rural,0.41,3.36,53.46,Rejected
26,Male,Yes,0,Not Graduate,Business,229779,84542,11302,643284,801,0,Vehicle,1649582,120,Semiurban,0.42,2.8,67.88,Approved
51,Female,No,3,Graduate,Government,142881,78441,7929,1336496,450,1,Home,1547721,180,Urban,0.6,9.35,56.29,Approved
31,Male,Yes,4,Graduate,Private,126477,68317,18735,1237999,361,1,Education,3555559,60,Urban,0.69,9.79,50.03,Rejected
55,Female,No,1,Graduate,Business,140422,13280,26861,654746,712,0,Personal,109763,60,Urban,0.29,4.66,68.01,Approved
51,Male,Yes,3,Graduate,Private,147773,73181,3982,1116729,824,1,Education,4965733,120,Urban,0.52,7.56,71.98,Approved
23,Female,Yes,4,Graduate,Business,152279,40562,10128,1420096,745,1,Vehicle,4636768,240,Semiurban,0.33,9.33,77.87,Approved
32,Female,No,0,Not Graduate,Business,196474,40261,22302,838307,624,1,Home,3682527,240,Semiurban,0.32,4.27,64.57,Approved
44,Female,Yes,4,Graduate,Government,137112,81805,17789,1055245,788,1,Personal,438548,120,Semiurban,0.73,7.7,64.11,Approved
42,Male,Yes,0,Graduate,Self Employed,67068,31031,7397,132363,521,0,Education,2244875,180,Urban,0.57,1.97,42.6,Rejected
44,Female,Yes,1,Graduate,Government,140965,38804,2570,809218,532,1,Personal,3729587,300,Semiurban,0.29,5.74,61.96,Approved
30,Male,No,3,Not Graduate,Self Employed,116494,13006,4100,728480,871,0,Education,4921401,300,Urban,0.15,6.25,81.47,Approved
24,Female,Yes,3,Not Graduate,Private,70888,13913,16140,921161,536,0,Vehicle,1186479,120,Rural,0.42,12.99,63.94,Rejected
43,Female,Yes,4,Graduate,Self Employed,56651,30772,13646,469519,809,0,Home,2927116,300,Urban,0.78,8.29,61.28,Rejected
27,Male,Yes,1,Not Graduate,Government,21810,9450,4784,664718,445,0,Vehicle,385458,120,Rural,0.65,30.48,51.07,Rejected
49,Male,No,1,Graduate,Private,219665,30775,44747,269605,850,0,Vehicle,3179746,240,Rural,0.34,1.23,68.7,Approved
26,Male,No,3,Graduate,Business,141828,33720,28828,221870,836,1,Personal,4105715,240,Rural,0.44,1.56,62.73,Approved
